Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
Verizon Wireless,414907,SF PAC HEIGHTS 016,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,,TBD,TBD,TBD,"{'latitude': '37.785251', 'needs_recoding': False, 'human_address': '{""address"":""301 EUCLID AVE"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.449297'}"
Verizon Wireless,414908,SF PAC HEIGHTS 017,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.785348', 'needs_recoding': False, 'human_address': '{""address"":""3333 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.447774'}"
Verizon Wireless,414910,SF PAC HEIGHTS 019,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790756', 'needs_recoding': False, 'human_address': '{""address"":""3201 JACKSON ST."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.447625'}"
Verizon Wireless,414911,SF PAC HEIGHTS 020,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789244', 'needs_recoding': False, 'human_address': '{""address"":""2001 LYON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.446261'}"
Verizon Wireless,414912,SF PAC HEIGHTS 021,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.793288', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.443343'}"
Verizon Wireless,414913,SF PAC HEIGHTS 022,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790472', 'needs_recoding': False, 'human_address': '{""address"":""2127 Broderick Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.442772'}"
Verizon Wireless,414916,SF PAC HEIGHTS 025,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.788831', 'needs_recoding': False, 'human_address': '{""address"":""3000 SACRAMENTO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.442436'}"
Verizon Wireless,414917,SF PAC HEIGHTS 026,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.785187', 'needs_recoding': False, 'human_address': '{""address"":""2500 SUTTER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.441634'}"
Verizon Wireless,414918,SF PAC HEIGHTS 027,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786483', 'needs_recoding': False, 'human_address': '{""address"":""1650 Baker St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44345'}"
Verizon Wireless,414919,SF PAC HEIGHTS 028,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786622', 'needs_recoding': False, 'human_address': '{""address"":""2426 BUSH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.437225'}"
Verizon Wireless,414920,SF PAC HEIGHTS 029,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.784785', 'needs_recoding': False, 'human_address': '{""address"":""1600 DIVISADERO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.439805'}"
Verizon Wireless,414921,SF PAC HEIGHTS 030,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.787591', 'needs_recoding': False, 'human_address': '{""address"":""1926 DIVISADERO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.440378'}"
Verizon Wireless,414922,SF PAC HEIGHTS 031,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789512', 'needs_recoding': False, 'human_address': '{""address"":""2694 SACRAMENTO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4373'}"
Verizon Wireless,414923,SF PAC HEIGHTS 032,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791043', 'needs_recoding': False, 'human_address': '{""address"":""2989 JACKSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.444394'}"
Verizon Wireless,414924,SF PAC HEIGHTS 033,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.794953', 'needs_recoding': False, 'human_address': '{""address"":""2735 GREEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.444235'}"
Verizon Wireless,414925,SF PAC HEIGHTS 034,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.796903', 'needs_recoding': False, 'human_address': '{""address"":""2762 FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.444983'}"
Verizon Wireless,414926,SF PAC HEIGHTS 035,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.796603', 'needs_recoding': False, 'human_address': '{""address"":""2460 UNION ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.439844'}"
Verizon Wireless,414927,SF PAC HEIGHTS 036,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.792558', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.441529'}"
Verizon Wireless,414928,SF PAC HEIGHTS 037,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789986', 'needs_recoding': False, 'human_address': '{""address"":""2930 CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.440699'}"
Verizon Wireless,414929,SF PAC HEIGHTS 038,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791589', 'needs_recoding': False, 'human_address': '{""address"":""2534 WASHINGTON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.434993'}"
Verizon Wireless,414930,SF PAC HEIGHTS 039,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789685', 'needs_recoding': False, 'human_address': '{""address"":""2764 FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43527'}"
Verizon Wireless,414931,SF PAC HEIGHTS 040,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.788156', 'needs_recoding': False, 'human_address': '{""address"":""2725 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.438825'}"
Verizon Wireless,414932,SF PAC HEIGHTS 041,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.787685', 'needs_recoding': False, 'human_address': '{""address"":""2030 Steiner St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.435374'}"
Verizon Wireless,414933,SF PAC HEIGHTS 042,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790921', 'needs_recoding': False, 'human_address': '{""address"":""2430 CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4332'}"
Verizon Wireless,414934,SF PAC HEIGHTS 043,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791031', 'needs_recoding': False, 'human_address': '{""address"":""2333 BUCHANON ST."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.431037'}"
Verizon Wireless,414935,SF PAC HEIGHTS 044,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789025', 'needs_recoding': False, 'human_address': '{""address"":""2100 FILLMORE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.433692'}"
Verizon Wireless,414964,SF PAC HEIGHTS 045,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790808', 'needs_recoding': False, 'human_address': '{""address"":""2055 Sacramento St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426906'}"
Verizon Wireless,414936,SF PAC HEIGHTS 046,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789183', 'needs_recoding': False, 'human_address': '{""address"":""2266 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.431608'}"
Verizon Wireless,414937,SF PAC HEIGHTS 047,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790032', 'needs_recoding': False, 'human_address': '{""address"":""2035 LAGUNA ST."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.429071'}"
Verizon Wireless,414938,SF PAC HEIGHTS 048,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.792203', 'needs_recoding': False, 'human_address': '{""address"":""2224 WASHINGTON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.430055'}"
Verizon Wireless,414939,SF PAC HEIGHTS 049,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.793826', 'needs_recoding': False, 'human_address': '{""address"":""2101 PACIFIC AVE"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.430443'}"
Verizon Wireless,414940,SF PAC HEIGHTS 050,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.797703', 'needs_recoding': False, 'human_address': '{""address"":""1899 UNION ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.430221'}"
Verizon Wireless,414941,SF PAC HEIGHTS 051,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.795991', 'needs_recoding': False, 'human_address': '{""address"":""1960 VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42968'}"
Verizon Wireless,414942,SF PAC HEIGHTS 052,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.795117', 'needs_recoding': False, 'human_address': '{""address"":""1940 BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.429119'}"
Verizon Wireless,414944,SF PAC HEIGHTS 054,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791561', 'needs_recoding': False, 'human_address': '{""address"":""2801 JACKSON ST."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4413'}"
Verizon Wireless,414945,SF PAC HEIGHTS 055,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.794313', 'needs_recoding': False, 'human_address': '{""address"":""2760 DIVISADERO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.442792'}"
Verizon Wireless,414946,SF PAC HEIGHTS 056,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790083', 'needs_recoding': False, 'human_address': '{""address"":""2101 WEBSTER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.432572'}"
Verizon Wireless,414949,SF PAC HEIGHTS 059,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.788575', 'needs_recoding': False, 'human_address': '{""address"":""3501 CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.450589'}"
Verizon Wireless,414954,SF PAC HEIGHTS 060,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.796711', 'needs_recoding': False, 'human_address': '{""address"":""2938 DIVISADERO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.442131'}"
Verizon Wireless,414955,SF PAC HEIGHTS 061,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.794811', 'needs_recoding': False, 'human_address': '{""address"":""2700 VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.441991'}"
Verizon Wireless,414956,SF PAC HEIGHTS 062,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790266', 'needs_recoding': False, 'human_address': '{""address"":""2140 PIERCE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.437438'}"
Verizon Wireless,414957,SF PAC HEIGHTS 063,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.795062', 'needs_recoding': False, 'human_address': '{""address"":""2600 VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.440248'}"
Verizon Wireless,414958,SF PAC HEIGHTS 064,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.792122', 'needs_recoding': False, 'human_address': '{""address"":""2501 Jackson St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.436911'}"
Verizon Wireless,414959,SF PAC HEIGHTS 065,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789769', 'needs_recoding': False, 'human_address': '{""address"":""1933 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426237'}"
Verizon Wireless,414950,SF PAC HEIGHTS 066,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.792919', 'needs_recoding': False, 'human_address': '{""address"":""2200 JACKSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.431468'}"
Verizon Wireless,414951,SF PAC HEIGHTS 067,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.789723', 'needs_recoding': False, 'human_address': '{""address"":""2107 LYON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.445876'}"
Verizon Wireless,414952,SF PAC HEIGHTS 068,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.795504', 'needs_recoding': False, 'human_address': '{""address"":""1900 GREEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.430118'}"
Verizon Wireless,414953,SF PAC HEIGHTS 069,TBD,TBD,TBD,TBD,Poles,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.793356', 'needs_recoding': False, 'human_address': '{""address"":""2000 JACKSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.428176'}"
Verizon Wireless,420085,SF WEST VAN NESS 501,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.777918', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42144'}"
Verizon Wireless,420086,SF WEST VAN NESS 502,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.779177', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.421856'}"
Verizon Wireless,420087,SF WEST VAN NESS 503,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.777627', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424328'}"
Verizon Wireless,420088,SF WEST VAN NESS 504,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.778606', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.425152'}"
Verizon Wireless,420089,SF WEST VAN NESS 505,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.779248', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426536'}"
Verizon Wireless,420222,SF WEST VAN NESS 506,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.779728', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426866'}"
Verizon Wireless,420090,SF WEST VAN NESS 507,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.779609', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423675'}"
Verizon Wireless,420091,SF WEST VAN NESS 508,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.781138', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426733'}"
Verizon Wireless,420092,SF WEST VAN NESS 509,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.782158', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426231'}"
Verizon Wireless,420111,SF WEST VAN NESS 510,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.785704', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.428049'}"
Verizon Wireless,420093,SF WEST VAN NESS 511,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.78592', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426617'}"
Verizon Wireless,420094,SF WEST VAN NESS 512,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786504', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423086'}"
Verizon Wireless,420095,SF WEST VAN NESS 513,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.785006', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422861'}"
Verizon Wireless,420096,SF WEST VAN NESS 514,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.784901', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42058'}"
Verizon Wireless,420097,SF WEST VAN NESS 515,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.785344', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423629'}"
Verizon Wireless,420098,SF WEST VAN NESS 516,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.787214', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424922'}"
Verizon Wireless,420099,SF WEST VAN NESS 517,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786309', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424728'}"
Verizon Wireless,420100,SF WEST VAN NESS 518,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786796', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.427286'}"
Verizon Wireless,420101,SF WEST VAN NESS 519,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.7893', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.427142'}"
Verizon Wireless,420112,SF WEST VAN NESS 520,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.788113', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.428573'}"
Verizon Wireless,420113,SF WEST VAN NESS 521,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.787533', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.429037'}"
Verizon Wireless,420102,SF WEST VAN NESS 522,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.787944', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.425757'}"
Verizon Wireless,420103,SF WEST VAN NESS 523,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.78853', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.425171'}"
Verizon Wireless,420104,SF WEST VAN NESS 524,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.788866', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422628'}"
Verizon Wireless,420105,SF WEST VAN NESS 525,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.790223', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423031'}"
Verizon Wireless,420106,SF WEST VAN NESS 526,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.79221', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422176'}"
Verizon Wireless,420107,SF WEST VAN NESS 527,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.792934', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424402'}"
Verizon Wireless,420108,SF WEST VAN NESS 528,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.794877', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423436'}"
Verizon Wireless,420109,SF WEST VAN NESS 530,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791296', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42314'}"
Verizon Wireless,420110,SF WEST VAN NESS 531,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.791208', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422347'}"
