Sex,Age Group,First Year,Last Year,Rank,Cause of Death,Deaths
Females,35-44 yrs,2011.0,2011.0,4.0,Suicide,1555.0
Females,35-44 yrs,2011.0,2011.0,5.0,Liver Disease,877.0
Females,35-44 yrs,2011.0,2011.0,6.0,Cerebrovascular,812.0
Females,35-44 yrs,2011.0,2011.0,7.0,Diabetes Mellitus,722.0
Females,35-44 yrs,2011.0,2011.0,8.0,Homicide,579.0
Females,35-44 yrs,2011.0,2011.0,9.0,HIV,559.0
Females,35-44 yrs,2011.0,2011.0,10.0,Influenza & Pneumonia,403.0
Females,45-54 yrs,2011.0,2011.0,1.0,Malignant Neoplasms,24525.0
Females,45-54 yrs,2011.0,2011.0,2.0,Heart Disease,10409.0
Females,45-54 yrs,2011.0,2011.0,3.0,Unintentional Injury,6832.0
Females,45-54 yrs,2011.0,2011.0,4.0,Liver Disease,2996.0
Females,45-54 yrs,2011.0,2011.0,5.0,Cerebrovascular,2504.0
Females,45-54 yrs,2011.0,2011.0,6.0,Chronic Low. Respiratory Disease,2461.0
Females,45-54 yrs,2011.0,2011.0,7.0,Diabetes Mellitus,2269.0
Females,45-54 yrs,2011.0,2011.0,8.0,Suicide,2221.0
Females,45-54 yrs,2011.0,2011.0,9.0,Septicemia,1165.0
Females,45-54 yrs,2011.0,2011.0,10.0,Influenza & Pneumonia,936.0
Females,55-64 yrs,2011.0,2011.0,1.0,Malignant Neoplasms,50073.0
Females,55-64 yrs,2011.0,2011.0,2.0,Heart Disease,21354.0
Females,55-64 yrs,2011.0,2011.0,3.0,Chronic Low. Respiratory Disease,7154.0
Females,55-64 yrs,2011.0,2011.0,4.0,Diabetes Mellitus,5064.0
Females,55-64 yrs,2011.0,2011.0,5.0,Cerebrovascular,4800.0
Females,55-64 yrs,2011.0,2011.0,6.0,Unintentional Injury,4717.0
Females,55-64 yrs,2011.0,2011.0,7.0,Liver Disease,3160.0
Females,55-64 yrs,2011.0,2011.0,8.0,Septicemia,2305.0
Females,55-64 yrs,2011.0,2011.0,9.0,Nephritis,2053.0
Females,55-64 yrs,2011.0,2011.0,10.0,Influenza & Pneumonia,1755.0
Females,65+ yrs,2011.0,2011.0,1.0,Heart Disease,251428.0
Females,65+ yrs,2011.0,2011.0,2.0,Malignant Neoplasms,190167.0
Females,65+ yrs,2011.0,2011.0,3.0,Cerebrovascular,68039.0
Females,65+ yrs,2011.0,2011.0,4.0,Chronic Low. Respiratory Disease,65172.0
Females,65+ yrs,2011.0,2011.0,5.0,Alzheimer's Disease,58772.0
Females,65+ yrs,2011.0,2011.0,6.0,Diabetes Mellitus,27069.0
Females,65+ yrs,2011.0,2011.0,7.0,Influenza & Pneumonia,24814.0
Females,65+ yrs,2011.0,2011.0,8.0,Unintentional Injury,21954.0
Females,65+ yrs,2011.0,2011.0,9.0,Nephritis,19613.0
Females,65+ yrs,2011.0,2011.0,10.0,Septicemia,15023.0
Females,<1 yrs,2012.0,2012.0,1.0,Congenital Anomalies,2382.0
Females,<1 yrs,2012.0,2012.0,2.0,Short Gestation,1846.0
Females,<1 yrs,2012.0,2012.0,3.0,SIDS,719.0
Females,<1 yrs,2012.0,2012.0,4.0,Maternal Pregnancy Comp.,636.0
Females,<1 yrs,2012.0,2012.0,5.0,Unintentional Injury,494.0
Females,<1 yrs,2012.0,2012.0,6.0,Placenta  Cord Membranes,465.0
Females,<1 yrs,2012.0,2012.0,7.0,Bacterial Sepsis,250.0
Females,<1 yrs,2012.0,2012.0,8.0,Circulatory System Disease,220.0
Females,<1 yrs,2012.0,2012.0,9.0,Respiratory Distress,197.0
Females,<1 yrs,2012.0,2012.0,10.0,Neonatal Hemorrhage,169.0
Females,1-4 yrs,2012.0,2012.0,1.0,Unintentional Injury,547.0
Females,1-4 yrs,2012.0,2012.0,2.0,Congenital Anomalies,226.0
Females,1-4 yrs,2012.0,2012.0,3.0,Malignant Neoplasms,174.0
Females,1-4 yrs,2012.0,2012.0,4.0,Homicide,142.0
Females,1-4 yrs,2012.0,2012.0,5.0,Heart Disease,74.0
Females,1-4 yrs,2012.0,2012.0,6.0,Influenza & Pneumonia,38.0
Females,1-4 yrs,2012.0,2012.0,7.0,Benign Neoplasms,35.0
Females,1-4 yrs,2012.0,2012.0,8.0,Septicemia,33.0
Females,1-4 yrs,2012.0,2012.0,9.0,Cerebrovascular,20.0
Females,1-4 yrs,2012.0,2012.0,10.0,Chronic Low. Respiratory Disease,16.0
Females,5-9 yrs,2012.0,2012.0,1.0,Unintentional Injury,286.0
Females,5-9 yrs,2012.0,2012.0,2.0,Malignant Neoplasms,186.0
Females,5-9 yrs,2012.0,2012.0,3.0,Congenital Anomalies,84.0
Females,5-9 yrs,2012.0,2012.0,4.0,Homicide,63.0
Females,5-9 yrs,2012.0,2012.0,5.0,Heart Disease,34.0
Females,5-9 yrs,2012.0,2012.0,6.0,Chronic Low. Respiratory Disease,32.0
Females,5-9 yrs,2012.0,2012.0,7.0,Benign Neoplasms,24.0
Females,5-9 yrs,2012.0,2012.0,8.0,Influenza & Pneumonia,23.0
Females,5-9 yrs,2012.0,2012.0,9.0,Cerebrovascular,19.0
Females,5-9 yrs,2012.0,2012.0,10.0,Perinatal Period,12.0
Females,10-14 yrs,2012.0,2012.0,1.0,Unintentional Injury,282.0
Females,10-14 yrs,2012.0,2012.0,2.0,Malignant Neoplasms,213.0
Females,10-14 yrs,2012.0,2012.0,3.0,Suicide,85.0
Females,10-14 yrs,2012.0,2012.0,4.0,Congenital Anomalies,73.0
Females,10-14 yrs,2012.0,2012.0,5.0,Homicide,67.0
Females,10-14 yrs,2012.0,2012.0,6.0,Heart Disease,45.0
Females,10-14 yrs,2012.0,2012.0,7.0,Cerebrovascular,25.0
Females,10-14 yrs,2012.0,2012.0,7.0,Chronic Low. Respiratory Disease,25.0
Females,10-14 yrs,2012.0,2012.0,8.0,Influenza & Pneumonia,22.0
Females,10-14 yrs,2012.0,2012.0,9.0,Benign Neoplasms,15.0
Females,15-24 yrs,2012.0,2012.0,1.0,Unintentional Injury,3059.0
Females,15-24 yrs,2012.0,2012.0,2.0,Suicide,954.0
Females,15-24 yrs,2012.0,2012.0,3.0,Malignant Neoplasms,650.0
Females,15-24 yrs,2012.0,2012.0,4.0,Homicide,619.0
Females,15-24 yrs,2012.0,2012.0,5.0,Heart Disease,312.0
Females,15-24 yrs,2012.0,2012.0,6.0,Congenital Anomalies,173.0
Females,15-24 yrs,2012.0,2012.0,7.0,Complicated Pregnancy,169.0
Females,15-24 yrs,2012.0,2012.0,8.0,Diabetes Mellitus,90.0
Females,15-24 yrs,2012.0,2012.0,9.0,Cerebrovascular,75.0
Females,15-24 yrs,2012.0,2012.0,10.0,Septicemia,66.0
Females,25-34 yrs,2012.0,2012.0,1.0,Unintentional Injury,4176.0
Females,25-34 yrs,2012.0,2012.0,2.0,Malignant Neoplasms,1872.0
Females,25-34 yrs,2012.0,2012.0,3.0,Suicide,1231.0
Females,25-34 yrs,2012.0,2012.0,4.0,Heart Disease,1017.0
Females,25-34 yrs,2012.0,2012.0,5.0,Homicide,691.0
Females,25-34 yrs,2012.0,2012.0,6.0,Complicated Pregnancy,390.0
Females,25-34 yrs,2012.0,2012.0,7.0,Diabetes Mellitus,287.0
Females,25-34 yrs,2012.0,2012.0,8.0,Cerebrovascular,238.0
Females,25-34 yrs,2012.0,2012.0,9.0,Liver Disease,218.0
Females,25-34 yrs,2012.0,2012.0,10.0,HIV,196.0
Females,35-44 yrs,2012.0,2012.0,1.0,Malignant Neoplasms,6488.0
Females,35-44 yrs,2012.0,2012.0,2.0,Unintentional Injury,4561.0
Females,35-44 yrs,2012.0,2012.0,3.0,Heart Disease,3258.0
Females,35-44 yrs,2012.0,2012.0,4.0,Suicide,1573.0
Females,35-44 yrs,2012.0,2012.0,5.0,Liver Disease,868.0
Females,35-44 yrs,2012.0,2012.0,6.0,Cerebrovascular,768.0
Females,35-44 yrs,2012.0,2012.0,7.0,Diabetes Mellitus,711.0
Females,35-44 yrs,2012.0,2012.0,8.0,Homicide,567.0
Females,35-44 yrs,2012.0,2012.0,9.0,HIV,492.0
Females,35-44 yrs,2012.0,2012.0,10.0,Chronic Low. Respiratory Disease,402.0
Females,45-54 yrs,2012.0,2012.0,1.0,Malignant Neoplasms,24025.0
Females,45-54 yrs,2012.0,2012.0,2.0,Heart Disease,10338.0
Females,45-54 yrs,2012.0,2012.0,3.0,Unintentional Injury,6803.0
Females,45-54 yrs,2012.0,2012.0,4.0,Liver Disease,2898.0
Females,45-54 yrs,2012.0,2012.0,5.0,Cerebrovascular,2553.0
Females,45-54 yrs,2012.0,2012.0,6.0,Chronic Low. Respiratory Disease,2400.0
Females,45-54 yrs,2012.0,2012.0,7.0,Suicide,2284.0
Females,45-54 yrs,2012.0,2012.0,8.0,Diabetes Mellitus,2143.0
Females,45-54 yrs,2012.0,2012.0,9.0,Septicemia,1090.0
Females,45-54 yrs,2012.0,2012.0,10.0,Nephritis,864.0
Females,55-64 yrs,2012.0,2012.0,1.0,Malignant Neoplasms,50460.0
Females,55-64 yrs,2012.0,2012.0,2.0,Heart Disease,21671.0
Females,55-64 yrs,2012.0,2012.0,3.0,Chronic Low. Respiratory Disease,7331.0
Females,55-64 yrs,2012.0,2012.0,4.0,Unintentional Injury,5018.0
Females,55-64 yrs,2012.0,2012.0,5.0,Diabetes Mellitus,4919.0
Females,55-64 yrs,2012.0,2012.0,6.0,Cerebrovascular,4660.0
Females,55-64 yrs,2012.0,2012.0,7.0,Liver Disease,3291.0
Females,55-64 yrs,2012.0,2012.0,8.0,Septicemia,2279.0
Females,55-64 yrs,2012.0,2012.0,9.0,Nephritis,2065.0
Females,55-64 yrs,2012.0,2012.0,10.0,Influenza & Pneumonia,1628.0
Females,65+ yrs,2012.0,2012.0,1.0,Heart Disease,250321.0
Females,65+ yrs,2012.0,2012.0,2.0,Malignant Neoplasms,192849.0
Females,65+ yrs,2012.0,2012.0,3.0,Cerebrovascular,67499.0
Females,65+ yrs,2012.0,2012.0,4.0,Chronic Low. Respiratory Disease,65437.0
Females,65+ yrs,2012.0,2012.0,5.0,Alzheimer's Disease,57455.0
Females,65+ yrs,2012.0,2012.0,6.0,Diabetes Mellitus,27179.0
Females,65+ yrs,2012.0,2012.0,7.0,Influenza & Pneumonia,23508.0
Females,65+ yrs,2012.0,2012.0,8.0,Unintentional Injury,22554.0
Females,65+ yrs,2012.0,2012.0,9.0,Nephritis,19498.0
Females,65+ yrs,2012.0,2012.0,10.0,Hypertension,15469.0
Females,<1 yrs,2013.0,2013.0,1.0,Congenital Anomalies,2196.0
Females,<1 yrs,2013.0,2013.0,2.0,Short Gestation,1905.0
Females,<1 yrs,2013.0,2013.0,3.0,Maternal Pregnancy Comp.,694.0
Females,<1 yrs,2013.0,2013.0,4.0,SIDS,647.0
Females,<1 yrs,2013.0,2013.0,5.0,Unintentional Injury,497.0
Females,<1 yrs,2013.0,2013.0,6.0,Placenta  Cord Membranes,423.0
Females,<1 yrs,2013.0,2013.0,7.0,Bacterial Sepsis,241.0
Females,<1 yrs,2013.0,2013.0,8.0,Respiratory Distress,226.0
Females,<1 yrs,2013.0,2013.0,9.0,Circulatory System Disease,199.0
Females,<1 yrs,2013.0,2013.0,10.0,Intrauterine Hypoxia,157.0
Females,1-4 yrs,2013.0,2013.0,1.0,Unintentional Injury,485.0
Females,1-4 yrs,2013.0,2013.0,2.0,Congenital Anomalies,244.0
Females,1-4 yrs,2013.0,2013.0,3.0,Homicide,153.0
Females,1-4 yrs,2013.0,2013.0,4.0,Malignant Neoplasms,145.0
Females,1-4 yrs,2013.0,2013.0,5.0,Heart Disease,73.0
Females,1-4 yrs,2013.0,2013.0,6.0,Influenza & Pneumonia,49.0
Females,1-4 yrs,2013.0,2013.0,7.0,Benign Neoplasms,28.0
Females,1-4 yrs,2013.0,2013.0,8.0,Chronic Low. Respiratory Disease,26.0
Females,1-4 yrs,2013.0,2013.0,9.0,Septicemia,21.0
Females,1-4 yrs,2013.0,2013.0,10.0,Cerebrovascular,16.0
Females,5-9 yrs,2013.0,2013.0,1.0,Unintentional Injury,296.0
Females,5-9 yrs,2013.0,2013.0,2.0,Malignant Neoplasms,206.0
Females,5-9 yrs,2013.0,2013.0,3.0,Congenital Anomalies,82.0
Females,5-9 yrs,2013.0,2013.0,4.0,Homicide,52.0
Females,5-9 yrs,2013.0,2013.0,5.0,Heart Disease,37.0
Females,5-9 yrs,2013.0,2013.0,6.0,Influenza & Pneumonia,30.0
Females,5-9 yrs,2013.0,2013.0,7.0,Chronic Low. Respiratory Disease,25.0
Females,5-9 yrs,2013.0,2013.0,8.0,Cerebrovascular,22.0
Females,5-9 yrs,2013.0,2013.0,9.0,Septicemia,14.0
Females,5-9 yrs,2013.0,2013.0,10.0,Benign Neoplasms,10.0
Females,10-14 yrs,2013.0,2013.0,1.0,Unintentional Injury,275.0
Females,10-14 yrs,2013.0,2013.0,2.0,Malignant Neoplasms,218.0
Females,10-14 yrs,2013.0,2013.0,3.0,Suicide,141.0
Females,10-14 yrs,2013.0,2013.0,4.0,Congenital Anomalies,82.0
Females,10-14 yrs,2013.0,2013.0,5.0,Homicide,57.0
Females,10-14 yrs,2013.0,2013.0,6.0,Heart Disease,43.0
Females,10-14 yrs,2013.0,2013.0,7.0,Chronic Low. Respiratory Disease,30.0
Females,10-14 yrs,2013.0,2013.0,8.0,Influenza & Pneumonia,28.0
Females,10-14 yrs,2013.0,2013.0,9.0,Cerebrovascular,23.0
Females,10-14 yrs,2013.0,2013.0,10.0,Benign Neoplasms,15.0
Females,15-24 yrs,2013.0,2013.0,1.0,Unintentional Injury,3074.0
Females,15-24 yrs,2013.0,2013.0,2.0,Suicide,975.0
Females,15-24 yrs,2013.0,2013.0,3.0,Malignant Neoplasms,637.0
Females,15-24 yrs,2013.0,2013.0,4.0,Homicide,564.0
Females,15-24 yrs,2013.0,2013.0,5.0,Heart Disease,313.0
Females,15-24 yrs,2013.0,2013.0,6.0,Complicated Pregnancy,178.0
Females,15-24 yrs,2013.0,2013.0,7.0,Congenital Anomalies,139.0
Females,15-24 yrs,2013.0,2013.0,8.0,Influenza & Pneumonia,83.0
Females,15-24 yrs,2013.0,2013.0,9.0,Diabetes Mellitus,73.0
Females,15-24 yrs,2013.0,2013.0,10.0,Cerebrovascular,68.0
Females,25-34 yrs,2013.0,2013.0,1.0,Unintentional Injury,4184.0
Females,25-34 yrs,2013.0,2013.0,2.0,Malignant Neoplasms,1816.0
Females,25-34 yrs,2013.0,2013.0,3.0,Suicide,1285.0
Females,25-34 yrs,2013.0,2013.0,4.0,Heart Disease,1044.0
Females,25-34 yrs,2013.0,2013.0,5.0,Homicide,681.0
Females,25-34 yrs,2013.0,2013.0,6.0,Complicated Pregnancy,441.0
Females,25-34 yrs,2013.0,2013.0,7.0,Diabetes Mellitus,281.0
Females,25-34 yrs,2013.0,2013.0,8.0,Liver Disease,241.0
Females,25-34 yrs,2013.0,2013.0,9.0,Cerebrovascular,229.0
Females,25-34 yrs,2013.0,2013.0,10.0,Influenza & Pneumonia,196.0
Females,35-44 yrs,2013.0,2013.0,1.0,Malignant Neoplasms,6522.0
Females,35-44 yrs,2013.0,2013.0,2.0,Unintentional Injury,4788.0
Females,35-44 yrs,2013.0,2013.0,3.0,Heart Disease,3189.0
Females,35-44 yrs,2013.0,2013.0,4.0,Suicide,1548.0
Females,35-44 yrs,2013.0,2013.0,5.0,Liver Disease,871.0
Females,35-44 yrs,2013.0,2013.0,6.0,Cerebrovascular,749.0
Females,35-44 yrs,2013.0,2013.0,7.0,Diabetes Mellitus,741.0
Females,35-44 yrs,2013.0,2013.0,8.0,Homicide,556.0
Females,35-44 yrs,2013.0,2013.0,9.0,Septicemia,423.0
Females,35-44 yrs,2013.0,2013.0,10.0,Influenza & Pneumonia,417.0
Females,45-54 yrs,2013.0,2013.0,1.0,Malignant Neoplasms,23219.0
Females,45-54 yrs,2013.0,2013.0,2.0,Heart Disease,10337.0
Females,45-54 yrs,2013.0,2013.0,3.0,Unintentional Injury,6766.0
Females,45-54 yrs,2013.0,2013.0,4.0,Liver Disease,2927.0
Females,45-54 yrs,2013.0,2013.0,5.0,Chronic Low. Respiratory Disease,2477.0
Females,45-54 yrs,2013.0,2013.0,6.0,Cerebrovascular,2358.0
Females,45-54 yrs,2013.0,2013.0,7.0,Diabetes Mellitus,2266.0
Females,45-54 yrs,2013.0,2013.0,8.0,Suicide,2228.0
Females,45-54 yrs,2013.0,2013.0,9.0,Septicemia,1141.0
Females,45-54 yrs,2013.0,2013.0,10.0,Influenza & Pneumonia,956.0
Females,55-64 yrs,2013.0,2013.0,1.0,Malignant Neoplasms,50514.0
Females,55-64 yrs,2013.0,2013.0,2.0,Heart Disease,21888.0
Females,55-64 yrs,2013.0,2013.0,3.0,Chronic Low. Respiratory Disease,7655.0
Females,55-64 yrs,2013.0,2013.0,4.0,Unintentional Injury,5399.0
Females,55-64 yrs,2013.0,2013.0,5.0,Diabetes Mellitus,5128.0
Females,55-64 yrs,2013.0,2013.0,6.0,Cerebrovascular,4713.0
Females,55-64 yrs,2013.0,2013.0,7.0,Liver Disease,3466.0
Females,55-64 yrs,2013.0,2013.0,8.0,Septicemia,2453.0
Females,55-64 yrs,2013.0,2013.0,9.0,Nephritis,2147.0
Females,55-64 yrs,2013.0,2013.0,10.0,Influenza & Pneumonia,2034.0
Females,65+ yrs,2013.0,2013.0,1.0,Heart Disease,252696.0
Females,65+ yrs,2013.0,2013.0,2.0,Malignant Neoplasms,194008.0
Females,65+ yrs,2013.0,2013.0,3.0,Chronic Low. Respiratory Disease,68085.0
Females,65+ yrs,2013.0,2013.0,4.0,Cerebrovascular,67058.0
Females,65+ yrs,2013.0,2013.0,5.0,Alzheimer's Disease,58366.0
Females,65+ yrs,2013.0,2013.0,6.0,Diabetes Mellitus,27231.0
Females,65+ yrs,2013.0,2013.0,7.0,Influenza & Pneumonia,26314.0
Females,65+ yrs,2013.0,2013.0,8.0,Unintentional Injury,22873.0
Females,65+ yrs,2013.0,2013.0,9.0,Nephritis,20155.0
Females,65+ yrs,2013.0,2013.0,10.0,Hypertension,15939.0
Females,<1 yrs,2014.0,2014.0,1.0,Congenital Anomalies,2302.0
Females,<1 yrs,2014.0,2014.0,2.0,Short Gestation,1803.0
Females,<1 yrs,2014.0,2014.0,3.0,Maternal Pregnancy Comp.,658.0
Females,<1 yrs,2014.0,2014.0,4.0,SIDS,621.0
Females,<1 yrs,2014.0,2014.0,5.0,Unintentional Injury,497.0
Females,<1 yrs,2014.0,2014.0,6.0,Placenta  Cord Membranes,466.0
Females,<1 yrs,2014.0,2014.0,7.0,Bacterial Sepsis,246.0
Females,<1 yrs,2014.0,2014.0,8.0,Circulatory System Disease,197.0
Females,<1 yrs,2014.0,2014.0,9.0,Respiratory Distress,191.0
Females,<1 yrs,2014.0,2014.0,10.0,Neonatal Hemorrhage,170.0
Females,1-4 yrs,2014.0,2014.0,1.0,Unintentional Injury,472.0
Females,1-4 yrs,2014.0,2014.0,2.0,Congenital Anomalies,180.0
Females,1-4 yrs,2014.0,2014.0,3.0,Homicide,168.0
Females,1-4 yrs,2014.0,2014.0,4.0,Malignant Neoplasms,139.0
Females,1-4 yrs,2014.0,2014.0,5.0,Heart Disease,73.0
Females,1-4 yrs,2014.0,2014.0,6.0,Influenza & Pneumonia,52.0
Females,1-4 yrs,2014.0,2014.0,7.0,Septicemia,30.0
Females,1-4 yrs,2014.0,2014.0,8.0,Chronic Low. Respiratory Disease,23.0
Females,1-4 yrs,2014.0,2014.0,9.0,Benign Neoplasms,19.0
Females,1-4 yrs,2014.0,2014.0,10.0,Cerebrovascular,14.0
Females,5-9 yrs,2014.0,2014.0,1.0,Unintentional Injury,266.0
Females,5-9 yrs,2014.0,2014.0,2.0,Malignant Neoplasms,194.0
Females,5-9 yrs,2014.0,2014.0,3.0,Congenital Anomalies,103.0
Females,5-9 yrs,2014.0,2014.0,4.0,Homicide,62.0
Females,5-9 yrs,2014.0,2014.0,5.0,Heart Disease,29.0
Females,5-9 yrs,2014.0,2014.0,6.0,Influenza & Pneumonia,28.0
Females,5-9 yrs,2014.0,2014.0,7.0,Cerebrovascular,25.0
Females,5-9 yrs,2014.0,2014.0,8.0,Chronic Low. Respiratory Disease,22.0
Females,5-9 yrs,2014.0,2014.0,9.0,Benign Neoplasms,21.0
Females,5-9 yrs,2014.0,2014.0,10.0,Septicemia,16.0
Females,10-14 yrs,2014.0,2014.0,1.0,Unintentional Injury,246.0
Females,10-14 yrs,2014.0,2014.0,2.0,Malignant Neoplasms,170.0
Females,10-14 yrs,2014.0,2014.0,3.0,Suicide,150.0
Females,10-14 yrs,2014.0,2014.0,4.0,Congenital Anomalies,60.0
Females,10-14 yrs,2014.0,2014.0,5.0,Heart Disease,54.0
Females,10-14 yrs,2014.0,2014.0,6.0,Homicide,51.0
Females,10-14 yrs,2014.0,2014.0,7.0,Chronic Low. Respiratory Disease,27.0
Females,10-14 yrs,2014.0,2014.0,8.0,Benign Neoplasms,20.0
Females,10-14 yrs,2014.0,2014.0,8.0,Influenza & Pneumonia,20.0
Females,10-14 yrs,2014.0,2014.0,9.0,Cerebrovascular,16.0
Females,15-24 yrs,2014.0,2014.0,1.0,Unintentional Injury,3032.0
Females,15-24 yrs,2014.0,2014.0,2.0,Suicide,990.0
Females,15-24 yrs,2014.0,2014.0,3.0,Malignant Neoplasms,617.0
Females,15-24 yrs,2014.0,2014.0,4.0,Homicide,547.0
Females,15-24 yrs,2014.0,2014.0,5.0,Heart Disease,337.0
Females,15-24 yrs,2014.0,2014.0,6.0,Congenital Anomalies,166.0
Females,15-24 yrs,2014.0,2014.0,7.0,Complicated Pregnancy,163.0
Females,15-24 yrs,2014.0,2014.0,8.0,Influenza & Pneumonia,83.0
Females,15-24 yrs,2014.0,2014.0,9.0,Cerebrovascular,75.0
Females,15-24 yrs,2014.0,2014.0,10.0,Diabetes Mellitus,66.0
Females,25-34 yrs,2014.0,2014.0,1.0,Unintentional Injury,4513.0
Females,25-34 yrs,2014.0,2014.0,2.0,Malignant Neoplasms,1830.0
Females,25-34 yrs,2014.0,2014.0,3.0,Suicide,1348.0
Females,25-34 yrs,2014.0,2014.0,4.0,Heart Disease,1075.0
Females,25-34 yrs,2014.0,2014.0,5.0,Homicide,683.0
Females,25-34 yrs,2014.0,2014.0,6.0,Complicated Pregnancy,405.0
Females,25-34 yrs,2014.0,2014.0,7.0,Liver Disease,288.0
Females,25-34 yrs,2014.0,2014.0,8.0,Diabetes Mellitus,277.0
Females,25-34 yrs,2014.0,2014.0,9.0,Influenza & Pneumonia,261.0
Females,25-34 yrs,2014.0,2014.0,10.0,Cerebrovascular,248.0
Females,35-44 yrs,2014.0,2014.0,1.0,Malignant Neoplasms,6438.0
Females,35-44 yrs,2014.0,2014.0,2.0,Unintentional Injury,4979.0
Females,35-44 yrs,2014.0,2014.0,3.0,Heart Disease,3347.0
Females,35-44 yrs,2014.0,2014.0,4.0,Suicide,1671.0
Females,35-44 yrs,2014.0,2014.0,5.0,Liver Disease,965.0
Females,35-44 yrs,2014.0,2014.0,6.0,Diabetes Mellitus,788.0
Females,35-44 yrs,2014.0,2014.0,7.0,Cerebrovascular,744.0
Females,35-44 yrs,2014.0,2014.0,8.0,Homicide,529.0
Females,35-44 yrs,2014.0,2014.0,9.0,Influenza & Pneumonia,509.0
Females,35-44 yrs,2014.0,2014.0,10.0,Septicemia,413.0
Females,45-54 yrs,2014.0,2014.0,1.0,Malignant Neoplasms,22781.0
Females,45-54 yrs,2014.0,2014.0,2.0,Heart Disease,10475.0
Females,45-54 yrs,2014.0,2014.0,3.0,Unintentional Injury,6767.0
Females,45-54 yrs,2014.0,2014.0,4.0,Liver Disease,2900.0
Females,45-54 yrs,2014.0,2014.0,5.0,Chronic Low. Respiratory Disease,2400.0
Females,45-54 yrs,2014.0,2014.0,6.0,Cerebrovascular,2354.0
Females,45-54 yrs,2014.0,2014.0,7.0,Suicide,2347.0
Females,45-54 yrs,2014.0,2014.0,8.0,Diabetes Mellitus,2267.0
Females,45-54 yrs,2014.0,2014.0,9.0,Influenza & Pneumonia,1243.0
Females,45-54 yrs,2014.0,2014.0,10.0,Septicemia,1171.0
Females,55-64 yrs,2014.0,2014.0,1.0,Malignant Neoplasms,51457.0
Females,55-64 yrs,2014.0,2014.0,2.0,Heart Disease,22678.0
Females,55-64 yrs,2014.0,2014.0,3.0,Chronic Low. Respiratory Disease,7943.0
Females,55-64 yrs,2014.0,2014.0,4.0,Unintentional Injury,5852.0
Females,55-64 yrs,2014.0,2014.0,5.0,Diabetes Mellitus,5146.0
Females,55-64 yrs,2014.0,2014.0,6.0,Cerebrovascular,4931.0
Females,55-64 yrs,2014.0,2014.0,7.0,Liver Disease,3921.0
Females,55-64 yrs,2014.0,2014.0,8.0,Septicemia,2702.0
Females,55-64 yrs,2014.0,2014.0,9.0,Influenza & Pneumonia,2314.0
Females,55-64 yrs,2014.0,2014.0,10.0,Nephritis,2145.0
Females,65+ yrs,2014.0,2014.0,1.0,Heart Disease,251044.0
Females,65+ yrs,2014.0,2014.0,2.0,Malignant Neoplasms,196746.0
Females,65+ yrs,2014.0,2014.0,3.0,Cerebrovascular,69183.0
Females,65+ yrs,2014.0,2014.0,4.0,Chronic Low. Respiratory Disease,66615.0
Females,65+ yrs,2014.0,2014.0,5.0,Alzheimer's Disease,64639.0
Females,65+ yrs,2014.0,2014.0,6.0,Diabetes Mellitus,26820.0
Females,65+ yrs,2014.0,2014.0,7.0,Influenza & Pneumonia,24032.0
Females,65+ yrs,2014.0,2014.0,8.0,Unintentional Injury,23959.0
Females,65+ yrs,2014.0,2014.0,9.0,Nephritis,20299.0
Females,65+ yrs,2014.0,2014.0,10.0,Septicemia,15955.0
Females,<1 yrs,2015.0,2015.0,1.0,Congenital Anomalies,2274.0
Females,<1 yrs,2015.0,2015.0,2.0,Short Gestation,1835.0
Females,<1 yrs,2015.0,2015.0,3.0,Maternal Pregnancy Comp.,668.0
Females,<1 yrs,2015.0,2015.0,4.0,SIDS,645.0
Females,<1 yrs,2015.0,2015.0,5.0,Unintentional Injury,536.0
Females,<1 yrs,2015.0,2015.0,6.0,Placenta  Cord Membranes,396.0
Females,<1 yrs,2015.0,2015.0,7.0,Bacterial Sepsis,286.0
Females,<1 yrs,2015.0,2015.0,8.0,Circulatory System Disease,202.0
Females,<1 yrs,2015.0,2015.0,9.0,Respiratory Distress,180.0
Females,<1 yrs,2015.0,2015.0,10.0,Neonatal Hemorrhage,171.0
Females,1-4 yrs,2015.0,2015.0,1.0,Unintentional Injury,467.0
Females,1-4 yrs,2015.0,2015.0,2.0,Congenital Anomalies,208.0
Females,1-4 yrs,2015.0,2015.0,3.0,Malignant Neoplasms,158.0
Females,1-4 yrs,2015.0,2015.0,4.0,Homicide,139.0
Females,1-4 yrs,2015.0,2015.0,5.0,Heart Disease,69.0
Females,1-4 yrs,2015.0,2015.0,6.0,Influenza & Pneumonia,39.0
Females,1-4 yrs,2015.0,2015.0,7.0,Septicemia,30.0
Females,1-4 yrs,2015.0,2015.0,8.0,Benign Neoplasms,17.0
Females,1-4 yrs,2015.0,2015.0,9.0,Cerebrovascular,16.0
Females,1-4 yrs,2015.0,2015.0,9.0,Perinatal Period,16.0
Females,5-9 yrs,2015.0,2015.0,1.0,Unintentional Injury,314.0
Females,5-9 yrs,2015.0,2015.0,2.0,Malignant Neoplasms,195.0
Females,5-9 yrs,2015.0,2015.0,3.0,Congenital Anomalies,76.0
Females,5-9 yrs,2015.0,2015.0,4.0,Homicide,55.0
Females,5-9 yrs,2015.0,2015.0,5.0,Heart Disease,44.0
Females,5-9 yrs,2015.0,2015.0,6.0,Chronic Low. Respiratory Disease,35.0
