Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
1793,NES,Action,0.71,0.16,0.25,0.03
1794,SNES,Simulation,0.46,0.17,0.48,0.02
1795,DC,Action,0.41,0.23,0.47,0.03
1796,GB,Racing,0.58,0.37,0.15,0.04
1797,XB,Action,0.71,0.38,0.0,0.05
1798,GBA,Action,0.82,0.3,0.0,0.02
1799,PS2,Role-Playing,0.0,0.51,0.0,0.62
1800,X360,Misc,0.65,0.37,0.0,0.11
1801,PS2,Simulation,0.12,0.1,0.88,0.03
1802,GC,Racing,0.7,0.39,0.01,0.03
1803,XB,Simulation,1.01,0.1,0.0,0.03
1804,PS3,Racing,0.5,0.41,0.06,0.16
1805,3DS,Action,0.61,0.43,0.0,0.09
1806,PS,Sports,0.0,0.0,1.06,0.07
1807,GBA,Racing,0.81,0.3,0.0,0.02
1808,3DS,Role-Playing,0.33,0.37,0.37,0.06
1809,XB,Shooter,0.99,0.12,0.0,0.02
1810,PS4,Sports,0.38,0.56,0.0,0.19
1811,NES,Platform,0.23,0.05,0.84,0.01
1812,PS,Misc,0.63,0.43,0.0,0.07
1813,X360,Sports,0.64,0.39,0.0,0.1
1814,PS4,Shooter,0.34,0.56,0.04,0.19
1815,PS3,Action,0.21,0.21,0.62,0.08
1816,GBA,Role-Playing,0.81,0.3,0.0,0.02
1817,PS3,Misc,0.67,0.3,0.0,0.15
1818,X360,Action,0.72,0.3,0.01,0.09
1819,2600,Shooter,1.05,0.06,0.0,0.01
1820,PS2,Racing,0.55,0.43,0.0,0.14
1821,N64,Simulation,0.56,0.24,0.3,0.02
1822,X360,Shooter,0.63,0.37,0.02,0.1
1823,PS3,Role-Playing,0.36,0.33,0.28,0.15
1824,PS3,Action,0.5,0.37,0.1,0.16
1825,X360,Misc,0.84,0.2,0.01,0.08
1826,X360,Action,0.62,0.4,0.0,0.1
1827,PSP,Shooter,1.03,0.0,0.01,0.08
1828,XB,Shooter,0.66,0.4,0.0,0.05
1829,NES,Puzzle,0.41,0.06,0.63,0.02
1830,PS2,Misc,0.28,0.3,0.0,0.54
1831,PC,Sports,0.0,1.12,0.0,0.0
1832,XB,Action,0.82,0.26,0.0,0.04
1833,XB,Shooter,0.85,0.23,0.0,0.04
1834,PS4,Action,0.32,0.58,0.04,0.17
1835,PS2,Action,0.63,0.37,0.0,0.11
1836,PS3,Racing,0.31,0.57,0.03,0.2
1837,PS2,Misc,0.92,0.04,0.0,0.15
1838,XOne,Shooter,0.62,0.4,0.0,0.08
1839,PS2,Misc,0.71,0.06,0.0,0.35
1840,XB,Action,0.68,0.38,0.0,0.05
1841,NES,Platform,0.33,0.07,0.7,0.01
1842,PS,Role-Playing,0.0,0.0,1.1,0.01
1843,GEN,Sports,0.95,0.14,0.0,0.03
1844,Wii,Racing,0.54,0.46,0.0,0.12
1845,WiiU,Strategy,0.45,0.31,0.29,0.06
1846,PS,Role-Playing,0.18,0.13,0.73,0.07
1847,PSP,Puzzle,0.52,0.35,0.0,0.23
1848,PS3,Action,0.51,0.42,0.0,0.17
1849,PS3,Misc,0.53,0.4,0.0,0.17
1850,2600,Shooter,1.03,0.06,0.0,0.01
1851,X360,Shooter,0.45,0.53,0.01,0.12
1852,3DS,Action,0.52,0.33,0.17,0.08
1853,2600,Platform,1.03,0.06,0.0,0.01
1854,PS,Sports,0.61,0.42,0.0,0.07
1855,PS3,Action,0.36,0.53,0.0,0.21
1856,DS,Simulation,0.47,0.52,0.0,0.12
1857,PS3,Fighting,0.44,0.46,0.01,0.18
1858,GB,Strategy,0.0,0.0,1.1,0.0
1859,NES,Puzzle,0.0,0.0,1.1,0.0
1860,GB,Role-Playing,0.0,0.0,1.1,0.0
1861,NES,Role-Playing,0.0,0.0,1.1,0.0
1862,N64,Racing,0.45,0.33,0.29,0.03
1863,NES,Platform,0.51,0.12,0.45,0.02
1864,Wii,Shooter,0.92,0.09,0.0,0.09
1865,PS2,Sports,0.52,0.4,0.04,0.13
1866,PS2,Misc,0.12,0.75,0.0,0.23
1867,PS2,Misc,0.0,0.84,0.0,0.25
1868,GC,Role-Playing,0.54,0.21,0.31,0.04
1869,PSP,Role-Playing,0.54,0.33,0.01,0.22
1870,PS,Role-Playing,0.26,0.1,0.72,0.02
1871,PS3,Role-Playing,0.31,0.22,0.45,0.12
1872,PSP,Action,0.43,0.41,0.0,0.25
1873,DS,Simulation,0.63,0.36,0.0,0.1
1874,PSP,Action,0.24,0.55,0.0,0.31
1875,PS2,Adventure,0.05,0.04,0.84,0.16
1876,X360,Sports,0.82,0.17,0.01,0.09
1877,GBA,Role-Playing,0.78,0.29,0.0,0.02
1878,PS3,Fighting,0.29,0.52,0.08,0.2
1879,DC,Sports,1.02,0.05,0.0,0.02
1880,PS,Simulation,0.0,0.0,1.07,0.02
1881,PSP,Misc,0.75,0.18,0.0,0.16
1882,DS,Action,0.96,0.04,0.0,0.08
1883,XB,Sports,1.02,0.02,0.0,0.05
1884,PC,Strategy,0.01,0.97,0.0,0.11
1885,PS2,Action,0.89,0.03,0.01,0.15
1886,Wii,Sports,0.61,0.37,0.0,0.11
1887,PS2,Shooter,0.53,0.42,0.0,0.14
1888,PS,Simulation,0.0,0.0,1.02,0.07
1889,PS3,Action,0.64,0.28,0.04,0.13
1890,DS,Racing,0.44,0.54,0.0,0.11
1891,PS3,Action,0.35,0.52,0.0,0.22
1892,Wii,Adventure,0.44,0.47,0.09,0.09
1893,PS,Sports,0.6,0.41,0.0,0.07
1894,X360,Racing,0.74,0.26,0.0,0.09
1895,PS2,Racing,0.53,0.41,0.0,0.14
1896,PS3,Action,0.47,0.41,0.03,0.18
1897,PS2,Platform,0.53,0.41,0.0,0.14
1898,PC,Action,0.36,0.64,0.0,0.08
1899,Wii,Sports,0.87,0.12,0.0,0.09
1900,PS2,Sports,0.53,0.41,0.0,0.14
1901,DS,Adventure,0.55,0.43,0.0,0.11
1902,Wii,Action,0.48,0.32,0.2,0.09
1903,X360,Action,1.02,0.0,0.0,0.06
1904,PSP,Action,0.28,0.5,0.03,0.28
1905,Wii,Sports,0.26,0.69,0.0,0.12
1906,PS3,Shooter,0.28,0.59,0.0,0.22
1907,2600,Platform,1.01,0.06,0.0,0.01
1908,X360,Action,0.53,0.43,0.01,0.11
1909,PS2,Shooter,0.64,0.34,0.0,0.1
1910,PS3,Racing,0.27,0.59,0.01,0.21
1911,WiiU,Platform,0.47,0.4,0.13,0.08
1912,DS,Simulation,0.67,0.3,0.0,0.11
1913,PS,Sports,0.6,0.41,0.0,0.07
1914,GBA,Fighting,0.77,0.29,0.0,0.02
1915,GBA,Platform,0.77,0.29,0.0,0.02
1916,GC,Shooter,0.68,0.18,0.19,0.03
1917,PS3,Fighting,0.49,0.35,0.09,0.16
1918,X360,Fighting,0.79,0.18,0.03,0.07
1919,X360,Sports,1.01,0.0,0.0,0.06
1920,PS,Misc,0.0,0.0,1.0,0.07
1921,PS2,Shooter,0.89,0.03,0.0,0.15
1922,DS,Simulation,0.65,0.32,0.0,0.1
1923,X360,Action,0.57,0.39,0.02,0.09
1924,X360,Action,0.53,0.4,0.03,0.11
1925,SAT,Fighting,0.17,0.12,0.77,0.02
1926,PC,Sports,0.0,0.98,0.0,0.09
1927,PS2,Fighting,0.53,0.01,0.0,0.54
1928,X360,Sports,0.08,0.9,0.04,0.05
1929,DS,Platform,0.72,0.06,0.21,0.07
1930,PS,Sports,0.59,0.4,0.0,0.07
1931,PS2,Fighting,0.74,0.15,0.13,0.05
1932,PS3,Platform,0.43,0.44,0.0,0.2
1933,PS3,Racing,0.12,0.64,0.05,0.25
1934,PSP,Sports,0.1,0.63,0.0,0.34
1935,Wii,Action,0.67,0.3,0.0,0.1
1936,PS,Racing,0.17,0.12,0.71,0.07
1937,X360,Action,0.54,0.42,0.0,0.1
1938,PS,Racing,0.59,0.4,0.0,0.07
1939,PS,Sports,0.59,0.4,0.0,0.07
1940,PS2,Fighting,0.88,0.04,0.0,0.14
1941,X360,Shooter,0.55,0.4,0.0,0.11
1942,PS2,Racing,0.52,0.41,0.0,0.14
1943,DS,Misc,0.23,0.74,0.0,0.1
1944,X360,Action,0.67,0.29,0.01,0.1
1945,PS3,Racing,0.16,0.67,0.0,0.23
1946,DS,Shooter,0.96,0.02,0.01,0.08
1947,PS,Misc,0.0,0.0,0.99,0.07
1948,Wii,Sports,0.28,0.65,0.0,0.13
1949,PS2,Sports,0.52,0.41,0.0,0.14
1950,PS3,Action,0.31,0.5,0.05,0.19
1951,X360,Shooter,0.65,0.3,0.01,0.1
1952,PS,Strategy,0.18,0.81,0.0,0.08
1953,PS2,Action,0.52,0.41,0.0,0.14
1954,PS3,Action,0.44,0.44,0.0,0.18
1955,N64,Sports,1.02,0.04,0.0,0.01
1956,N64,Sports,1.01,0.05,0.0,0.01
1957,X360,Misc,0.56,0.4,0.0,0.11
1958,DS,Platform,0.97,0.01,0.0,0.08
1959,PC,Role-Playing,1.03,0.02,0.0,0.0
1960,PS4,Fighting,0.39,0.41,0.1,0.16
1961,GBA,Action,0.76,0.28,0.0,0.02
1962,PS3,Sports,0.23,0.59,0.03,0.22
1963,PS2,Racing,0.52,0.4,0.0,0.14
1964,PS3,Simulation,0.49,0.39,0.0,0.17
1965,DS,Adventure,0.32,0.06,0.64,0.04
1966,X360,Action,0.58,0.38,0.0,0.09
1967,2600,Shooter,0.99,0.05,0.0,0.01
1968,PSP,Shooter,0.81,0.11,0.0,0.13
1969,Wii,Action,0.42,0.54,0.0,0.08
1970,PS3,Shooter,0.41,0.47,0.0,0.18
1971,2600,Misc,0.99,0.05,0.0,0.01
1972,Wii,Misc,0.27,0.66,0.0,0.12
1973,NES,Platform,0.0,0.0,1.05,0.0
1974,PS,Role-Playing,0.0,0.0,0.92,0.13
1975,NES,Fighting,0.0,0.0,1.05,0.0
1976,SNES,Sports,0.0,0.0,1.04,0.01
1977,PS3,Action,0.55,0.34,0.03,0.13
1978,PS2,Sports,0.51,0.4,0.0,0.13
1979,PS4,Fighting,0.3,0.48,0.12,0.15
1980,XB,Racing,0.78,0.26,0.0,0.01
1981,PS,Sports,0.91,0.11,0.0,0.03
1982,DS,Simulation,0.45,0.49,0.0,0.11
1983,X360,Fighting,0.56,0.38,0.01,0.11
1984,XB,Racing,0.52,0.51,0.0,0.02
1985,X360,Platform,0.44,0.49,0.0,0.11
1986,Wii,Adventure,0.62,0.32,0.0,0.1
1987,PS,Simulation,0.19,0.13,0.66,0.07
1988,DS,Role-Playing,0.58,0.06,0.37,0.04
1989,X360,Action,0.54,0.4,0.0,0.11
1990,Wii,Action,0.46,0.47,0.0,0.11
1991,PS2,Sports,0.51,0.4,0.0,0.13
1992,PS,Action,0.58,0.4,0.0,0.07
1993,Wii,Fighting,0.33,0.37,0.26,0.09
1994,DS,Action,0.58,0.37,0.0,0.09
1995,PS,Role-Playing,0.09,0.06,0.83,0.07
1996,PS,Racing,0.58,0.39,0.0,0.07
1997,DS,Adventure,0.57,0.35,0.02,0.1
1998,PS,Action,0.45,0.3,0.22,0.07
1999,GC,Fighting,0.44,0.12,0.45,0.03
2000,PS2,Simulation,0.87,0.03,0.0,0.14
2001,X360,Shooter,0.59,0.35,0.01,0.09
2002,GBA,Racing,0.39,0.16,0.37,0.12
2003,N64,Puzzle,0.5,0.2,0.31,0.03
2004,PS,Racing,0.91,0.1,0.0,0.03
2005,X360,Action,0.62,0.33,0.0,0.09
2006,PS4,Racing,0.17,0.69,0.02,0.15
2007,XB,Racing,0.53,0.46,0.0,0.05
2008,DS,Platform,0.52,0.06,0.41,0.05
2009,XOne,Action,0.61,0.34,0.0,0.09
2010,DS,Simulation,0.68,0.27,0.0,0.09
2011,PS3,Shooter,0.34,0.48,0.02,0.19
2012,PSP,Racing,0.16,0.58,0.0,0.3
2013,PSP,Racing,0.47,0.34,0.0,0.22
2014,PS4,Sports,0.46,0.4,0.01,0.17
2015,PS2,Racing,0.86,0.03,0.0,0.14
2016,PS3,Platform,0.56,0.33,0.01,0.14
2017,Wii,Sports,0.94,0.02,0.0,0.08
2018,PS3,Platform,0.33,0.51,0.01,0.18
2019,Wii,Action,0.72,0.23,0.0,0.08
2020,PS2,Sports,0.5,0.39,0.0,0.13
2021,GB,Platform,0.68,0.31,0.0,0.04
2022,NES,Puzzle,0.18,0.0,0.85,0.0
2023,Wii,Action,0.45,0.47,0.0,0.11
2024,PC,Action,0.96,0.07,0.0,0.0
2025,Wii,Misc,0.94,0.01,0.0,0.08
2026,PS,Fighting,0.38,0.12,0.51,0.02
2027,X360,Shooter,0.61,0.32,0.01,0.08
2028,Wii,Sports,0.32,0.59,0.01,0.11
2029,Wii,Fighting,0.45,0.46,0.0,0.11
2030,X360,Shooter,0.87,0.05,0.02,0.08
2031,WiiU,Action,0.53,0.36,0.05,0.08
2032,GC,Platform,0.73,0.26,0.01,0.03
2033,DS,Simulation,0.51,0.4,0.0,0.11
2034,PS3,Role-Playing,0.28,0.21,0.45,0.08
2035,SNES,Action,0.39,0.12,0.49,0.02
2036,Wii,Platform,0.51,0.4,0.0,0.11
2037,PS,Action,0.57,0.39,0.0,0.07
2038,X360,Simulation,0.69,0.04,0.22,0.06
2039,XB,Sports,0.97,0.03,0.0,0.03
2040,PS3,Action,0.44,0.4,0.0,0.17
2041,PS2,Action,0.5,0.39,0.0,0.13
2042,PS,Puzzle,0.56,0.38,0.0,0.07
2043,WiiU,Action,0.34,0.28,0.1,0.3
2044,X360,Action,0.54,0.35,0.02,0.1
2045,PSP,Action,0.41,0.36,0.03,0.21
2046,3DS,Platform,0.44,0.46,0.01,0.09
2047,X360,Action,0.65,0.22,0.05,0.1
2048,SNES,Sports,0.87,0.12,0.0,0.02
2049,PC,Sports,0.0,0.93,0.0,0.08
2050,Wii,Misc,0.48,0.44,0.0,0.09
2051,DS,Misc,0.0,0.0,1.01,0.0
2052,PS,Simulation,0.12,0.08,0.74,0.07
2053,PS3,Action,0.33,0.48,0.02,0.18
2054,PS3,Racing,0.27,0.53,0.0,0.2
2055,PS4,Platform,0.21,0.61,0.0,0.18
2056,Wii,Shooter,0.93,0.0,0.0,0.07
2057,PS2,Racing,0.49,0.38,0.0,0.13
2058,PS,Role-Playing,0.29,0.19,0.46,0.07
2059,X360,Sports,0.13,0.76,0.03,0.09
2060,PS2,Fighting,0.3,0.24,0.38,0.08
2061,NES,Shooter,0.65,0.14,0.21,0.0
2062,N64,Racing,0.65,0.15,0.19,0.01
2063,NES,Sports,0.41,0.1,0.47,0.02
2064,GB,Misc,0.63,0.25,0.09,0.03
2065,PS2,Misc,0.0,0.0,1.0,0.0
2066,XB,Fighting,0.78,0.18,0.03,0.0
2067,PS3,Shooter,0.49,0.33,0.02,0.15
2068,X360,Action,0.72,0.21,0.0,0.07
2069,X360,Sports,0.08,0.9,0.02,0.0
2070,PS,Racing,0.56,0.38,0.0,0.07
2071,PS,Sports,0.56,0.38,0.0,0.07
2072,PSV,Shooter,0.25,0.49,0.04,0.22
2073,PS,Sports,0.55,0.38,0.0,0.07
2074,PS2,Action,0.13,0.1,0.74,0.03
2075,DS,Strategy,0.86,0.04,0.01,0.08
2076,PS3,Misc,0.51,0.27,0.05,0.15
2077,PS3,Action,0.44,0.38,0.0,0.17
2078,Wii,Misc,0.89,0.04,0.0,0.06
2079,PS3,Action,0.48,0.35,0.0,0.16
2080,X360,Role-Playing,0.64,0.28,0.0,0.08
2081,DS,Puzzle,0.17,0.78,0.0,0.04
2082,PS,Misc,0.55,0.38,0.0,0.07
2083,X360,Action,0.64,0.28,0.0,0.08
2084,DS,Adventure,0.49,0.07,0.39,0.05
2085,XB,Sports,0.74,0.21,0.0,0.04
2086,GC,Racing,0.77,0.2,0.0,0.03
2087,DS,Simulation,0.59,0.31,0.0,0.1
2088,X360,Action,0.51,0.39,0.0,0.09
2089,X360,Action,0.57,0.34,0.01,0.08
2090,PSP,Simulation,0.37,0.31,0.12,0.19
2091,X360,Sports,0.94,0.0,0.0,0.06
2092,PS3,Action,0.36,0.46,0.0,0.17
2093,Wii,Misc,0.6,0.3,0.0,0.09
2094,Wii,Racing,0.61,0.3,0.0,0.09
2095,PS,Platform,0.55,0.38,0.0,0.06
2096,PS3,Simulation,0.35,0.52,0.04,0.09
2097,Wii,Action,0.88,0.05,0.0,0.07
2098,PSP,Racing,0.52,0.28,0.0,0.19
2099,PS2,Action,0.3,0.23,0.38,0.08
2100,PS3,Misc,0.73,0.15,0.0,0.11
2101,Wii,Fighting,0.38,0.5,0.0,0.11
2102,Wii,Sports,0.23,0.65,0.0,0.11
2103,GC,Platform,0.76,0.2,0.0,0.03
2104,PC,Simulation,0.0,0.8,0.0,0.18
2105,PC,Role-Playing,0.02,0.88,0.0,0.08
2106,DS,Racing,0.85,0.05,0.0,0.08
2107,PSP,Sports,0.02,0.53,0.19,0.25
2108,PC,Shooter,0.21,0.62,0.0,0.14
2109,Wii,Role-Playing,0.49,0.26,0.16,0.08
2110,X360,Misc,0.72,0.19,0.0,0.07
2111,GBA,Misc,0.5,0.19,0.28,0.02
2112,PS3,Racing,0.36,0.46,0.0,0.17
2113,NES,Puzzle,0.62,0.13,0.21,0.02
2114,N64,Racing,0.94,0.04,0.0,0.01
2115,2600,Shooter,0.91,0.06,0.0,0.01
2116,PS2,Role-Playing,0.29,0.23,0.38,0.08
2117,DS,Role-Playing,0.56,0.1,0.27,0.05
2118,PS3,Role-Playing,0.42,0.38,0.0,0.17
2119,PS3,Racing,0.24,0.54,0.01,0.18
2120,PS3,Shooter,0.38,0.39,0.06,0.15
2121,X360,Shooter,0.45,0.44,0.0,0.08
2122,PC,Action,0.0,0.92,0.0,0.05
2123,PS3,Action,0.34,0.41,0.06,0.18
2124,PS3,Action,0.03,0.43,0.51,0.01
2125,X360,Sports,0.82,0.05,0.0,0.1
2126,PS2,Sports,0.88,0.0,0.0,0.1
2127,X360,Action,0.62,0.27,0.0,0.09
2128,DS,Simulation,0.09,0.02,0.86,0.01
2129,PS4,Role-Playing,0.37,0.32,0.15,0.14
2130,PS3,Sports,0.89,0.01,0.0,0.08
2131,Wii,Platform,0.5,0.37,0.0,0.1
2132,XB,Sports,0.73,0.21,0.0,0.03
2133,PC,Role-Playing,0.4,0.44,0.0,0.13
2134,X360,Sports,0.88,0.02,0.0,0.08
2135,GBA,Strategy,0.49,0.18,0.29,0.01
2136,PS3,Action,0.15,0.14,0.63,0.05
2137,X360,Action,0.53,0.35,0.0,0.1
2138,Wii,Sports,0.56,0.33,0.0,0.08
2139,PS2,Sports,0.47,0.37,0.0,0.12
2140,PS2,Action,0.78,0.03,0.03,0.13
2141,X360,Sports,0.77,0.1,0.0,0.1
2142,XB,Sports,0.33,0.6,0.0,0.04
2143,Wii,Action,0.52,0.37,0.0,0.08
2144,SNES,Role-Playing,0.0,0.0,0.97,0.0
2145,2600,Platform,0.9,0.05,0.0,0.01
2146,GC,Action,0.75,0.19,0.0,0.03
2147,PS3,Action,0.36,0.45,0.0,0.16
2148,PSV,Role-Playing,0.21,0.31,0.28,0.16
2149,PS,Shooter,0.54,0.37,0.0,0.06
2150,DS,Simulation,0.82,0.07,0.0,0.07
2151,PS2,Role-Playing,0.38,0.25,0.26,0.07
2152,PS,Misc,0.54,0.36,0.0,0.06
2153,PS3,Action,0.5,0.28,0.04,0.14
2154,PS,Simulation,0.0,0.0,0.9,0.06
2155,DS,Misc,0.72,0.17,0.0,0.07
2156,Wii,Role-Playing,0.0,0.0,0.96,0.0
2157,DS,Action,0.37,0.49,0.0,0.1
2158,PSP,Adventure,0.3,0.44,0.0,0.22
2159,N64,Fighting,0.72,0.22,0.0,0.02
2160,NES,Shooter,0.32,0.06,0.57,0.01
2161,X360,Platform,0.54,0.33,0.0,0.09
2162,PS3,Shooter,0.29,0.34,0.2,0.13
2163,PS2,Sports,0.47,0.37,0.0,0.12
2164,3DS,Role-Playing,0.0,0.0,0.96,0.0
2165,DS,Sports,0.3,0.54,0.0,0.11
2166,PS3,Shooter,0.41,0.33,0.09,0.12
2167,DS,Action,0.39,0.0,0.53,0.03
2168,PS2,Platform,0.36,0.28,0.22,0.09
2169,XB,Fighting,0.77,0.15,0.0,0.04
2170,PC,Action,0.25,0.56,0.0,0.15
2171,3DS,Simulation,0.4,0.36,0.13,0.07
2172,PS3,Fighting,0.32,0.33,0.15,0.15
2173,X360,Action,0.47,0.4,0.0,0.08
2174,XB,Sports,0.88,0.04,0.0,0.04
2175,PS2,Misc,0.47,0.36,0.0,0.12
2176,PS2,Misc,0.8,0.03,0.0,0.13
2177,PS2,Action,0.36,0.45,0.0,0.14
2178,GC,Platform,0.74,0.19,0.0,0.03
2179,X360,Role-Playing,0.57,0.3,0.0,0.08
2180,DS,Action,0.65,0.22,0.0,0.09
2181,PS3,Misc,0.27,0.51,0.0,0.17
2182,Wii,Racing,0.46,0.39,0.0,0.1
2183,PS,Role-Playing,0.26,0.17,0.46,0.06
2184,PS2,Strategy,0.27,0.21,0.41,0.07
2185,GBA,Misc,0.68,0.25,0.0,0.02
2186,PS,Sports,0.53,0.36,0.0,0.06
2187,PS3,Action,0.54,0.28,0.0,0.13
2188,PS3,Action,0.39,0.4,0.0,0.16
2189,Wii,Misc,0.41,0.43,0.0,0.1
2190,PS4,Shooter,0.35,0.41,0.05,0.15
2191,PS3,Fighting,0.51,0.31,0.01,0.13
2192,X360,Shooter,0.62,0.24,0.0,0.08
2193,Wii,Sports,0.7,0.17,0.0,0.08
2194,X360,Action,0.48,0.38,0.0,0.08
2195,Wii,Misc,0.24,0.43,0.18,0.09
2196,PS2,Shooter,0.79,0.03,0.0,0.13
2197,PS3,Action,0.27,0.5,0.0,0.17
2198,PS2,Racing,0.01,0.71,0.01,0.21
2199,3DS,Shooter,0.48,0.27,0.13,0.07
2200,GC,Platform,0.73,0.19,0.0,0.03
2201,X360,Misc,0.69,0.17,0.0,0.08
2202,PS,Misc,0.52,0.36,0.0,0.06
2203,Wii,Racing,0.83,0.04,0.0,0.07
2204,PC,Action,0.28,0.53,0.0,0.13
2205,PS2,Action,0.46,0.36,0.0,0.12
2206,3DS,Sports,0.26,0.29,0.33,0.05
2207,X360,Action,0.48,0.36,0.02,0.08
2208,X360,Action,0.51,0.26,0.09,0.08
2209,PS2,Shooter,0.78,0.03,0.0,0.13
2210,XB,Sports,0.7,0.2,0.0,0.03
2211,PS,Role-Playing,0.1,0.07,0.71,0.06
2212,X360,Sports,0.87,0.0,0.0,0.07
2213,PS,Sports,0.52,0.35,0.0,0.06
2214,WiiU,Action,0.48,0.3,0.08,0.08
2215,PS2,Action,0.75,0.03,0.04,0.12
2216,XB,Action,0.57,0.33,0.0,0.04
2217,PSP,Role-Playing,0.19,0.06,0.63,0.05
2218,PS2,Sports,0.46,0.36,0.0,0.12
2219,PS2,Sports,0.78,0.03,0.0,0.13
2220,PS2,Sports,0.46,0.36,0.0,0.12
2221,X360,Shooter,0.36,0.45,0.02,0.1
2222,Wii,Sports,0.78,0.09,0.0,0.06
2223,PS3,Misc,0.16,0.58,0.0,0.2
2224,GBA,Misc,0.67,0.25,0.0,0.02
2225,XB,Sports,0.59,0.3,0.0,0.04
2226,PC,Shooter,0.42,0.41,0.0,0.11
2227,Wii,Sports,0.29,0.52,0.02,0.11
2228,PS3,Role-Playing,0.33,0.16,0.36,0.08
2229,PS3,Sports,0.35,0.42,0.02,0.14
2230,Wii,Racing,0.5,0.32,0.02,0.1
2231,PS3,Action,0.34,0.44,0.0,0.15
2232,DS,Simulation,0.85,0.01,0.0,0.07
2233,GBA,Racing,0.67,0.25,0.0,0.02
2234,2600,Action,0.87,0.05,0.0,0.01
2235,NES,Platform,0.51,0.09,0.32,0.01
2236,NES,Platform,0.45,0.06,0.42,0.0
2237,N64,Platform,0.71,0.2,0.0,0.01
2238,GBA,Action,0.67,0.25,0.0,0.02
2239,PS2,Sports,0.77,0.03,0.0,0.13
2240,X360,Action,0.54,0.31,0.0,0.08
2241,GC,Racing,0.72,0.19,0.0,0.03
2242,PS3,Shooter,0.44,0.34,0.0,0.15
2243,DS,Role-Playing,0.0,0.0,0.93,0.0
2244,WiiU,Fighting,0.47,0.22,0.16,0.07
2245,PS,Racing,0.52,0.35,0.0,0.06
2246,PS2,Action,0.45,0.35,0.0,0.12
2247,PS2,Simulation,0.45,0.35,0.0,0.12
2248,X360,Role-Playing,0.3,0.33,0.21,0.08
2249,PS,Action,0.51,0.35,0.0,0.06
2250,X360,Sports,0.86,0.0,0.0,0.06
2251,PS,Sports,0.51,0.35,0.0,0.06
2252,X360,Sports,0.17,0.65,0.0,0.1
2253,PS3,Sports,0.52,0.28,0.0,0.12
2254,PSP,Action,0.55,0.21,0.0,0.16
2255,X360,Fighting,0.58,0.26,0.0,0.08
2256,X360,Action,0.63,0.2,0.02,0.07
2257,X360,Misc,0.87,0.0,0.0,0.05
2258,PS,Sports,0.51,0.35,0.0,0.06
2259,Wii,Action,0.5,0.32,0.0,0.09
2260,N64,Fighting,0.63,0.27,0.0,0.02
2261,NES,Platform,0.39,0.09,0.43,0.01
2262,PC,Adventure,0.01,0.83,0.0,0.08
2263,3DS,Adventure,0.16,0.2,0.53,0.03
2264,X360,Shooter,0.51,0.33,0.01,0.08
2265,PS4,Action,0.37,0.39,0.0,0.15
2266,PS3,Action,0.25,0.14,0.46,0.06
2267,PS3,Action,0.26,0.39,0.12,0.14
2268,PS3,Sports,0.86,0.0,0.0,0.06
2269,GC,Racing,0.71,0.18,0.0,0.03
2270,PS2,Racing,0.45,0.35,0.0,0.12
2271,PS,Fighting,0.12,0.08,0.66,0.06
2272,X360,Role-Playing,0.45,0.27,0.11,0.09
2273,PS4,Sports,0.67,0.08,0.0,0.17
2274,PS3,Shooter,0.23,0.46,0.05,0.17
2275,PS3,Shooter,0.32,0.4,0.04,0.15
2276,Wii,Sports,0.85,0.0,0.0,0.07
2277,PS2,Sports,0.45,0.35,0.0,0.12
2278,PS3,Action,0.32,0.43,0.0,0.16
2279,3DS,Action,0.41,0.17,0.29,0.05
2280,X360,Strategy,0.58,0.24,0.01,0.09
2281,PS2,Sports,0.45,0.35,0.0,0.12
2282,PS2,Racing,0.35,0.27,0.21,0.09
2283,PS3,Action,0.47,0.3,0.0,0.13
2284,PS,Racing,0.02,0.8,0.02,0.07
2285,N64,Platform,0.72,0.17,0.0,0.01
2286,PS3,Racing,0.52,0.26,0.0,0.12
2287,X360,Adventure,0.46,0.38,0.0,0.08
2288,XB,Misc,0.77,0.11,0.0,0.04
2289,X360,Role-Playing,0.68,0.15,0.0,0.08
2290,DS,Shooter,0.57,0.26,0.0,0.08
2291,SNES,Simulation,0.0,0.0,0.91,0.0
2292,XB,Misc,0.61,0.26,0.0,0.04
2293,PS3,Misc,0.42,0.34,0.0,0.14
2294,XOne,Role-Playing,0.55,0.28,0.0,0.07
2295,PS3,Action,0.38,0.37,0.0,0.15
2296,PS2,Sports,0.44,0.35,0.0,0.12
2297,Wii,Misc,0.13,0.0,0.77,0.01
2298,SNES,Racing,0.0,0.0,0.9,0.0
2299,PS2,Sports,0.44,0.35,0.0,0.12
2300,PS3,Shooter,0.66,0.12,0.04,0.08
2301,PS2,Racing,0.75,0.03,0.0,0.12
2302,PS3,Misc,0.28,0.48,0.0,0.14
2303,Wii,Sports,0.38,0.29,0.15,0.08
2304,PS,Racing,0.5,0.34,0.0,0.06
2305,DS,Puzzle,0.3,0.49,0.0,0.1
2306,PS3,Shooter,0.26,0.43,0.03,0.18
2307,PS,Action,0.5,0.34,0.0,0.06
2308,PS2,Sports,0.17,0.13,0.55,0.05
2309,XB,Platform,0.41,0.43,0.01,0.05
2310,PSP,Shooter,0.27,0.36,0.05,0.22
2311,PS3,Sports,0.52,0.26,0.0,0.12
2312,DS,Action,0.51,0.29,0.0,0.09
